Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
71,ĐIỀU EM KHÔNG MUỐN,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:45,43
72,Pink Pony Club,Chappell Roan,The Rise and Fall of a Midwest Princess,2020,Pop,0:04:18,12
73,Honey,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:26,40
74,invisible string,Taylor Swift,folklore (deluxe version),2020,Alternative,0:04:12,35
75,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:04:16,10
76,Bad Thing Twice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:13,118
77,Nhạc Tình,Văn Mai Hương & HURRYKNG,Giai Nhân,2025,Pop,0:03:57,8
78,Killah,Lady Gaga & Gesaffelstein,MAYHEM,2025,Pop,0:03:30,23
79,One Of Your Girls,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:01,69
80,Anxious (Bonus Track),Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:02:57,174
81,Got Me Started,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:18,32
82,Dead and Gone,Leigh-Anne,My Ego Told Me To,2025,Pop,0:02:40,6
83,Altars,Charli xcx,Wuthering Heights,2026,Pop,0:02:56,3
84,Lost In Devotion,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2025,Pop,0:03:14,109
85,Fast Times,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:02:54,6
86,Play Destroy (feat. Grimes),Poppy,Am I a Girl?,2018,Pop,0:03:05,5
87,Surrender My Heart,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:02:48,110
88,Ray of Light,Madonna,Ray of Light,1998,Pop,0:05:22,5
89,Go Find Yourself or Whatever,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:04:44,100
90,Love,Lana Del Rey,Lust for Life,2017,Alternative,0:04:32,75
91,Haunted,Beyoncé,BEYONCÉ (Platinum Edition),2013,Pop,0:06:09,8
92,No Thinking Over the Weekend (Bonus Track),Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:04:42,36
93,Warm Blood,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2015,Pop,0:04:13,18
94,Keep Away (Bonus Track),Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:04:02,50
95,ƯỚC ANH TAN NÁT CON TIM,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2024,Indie Pop,0:03:50,17
96,Home,Michael Bublé,It's Time,2005,Pop,0:03:46,89
97,Killing Me Softly,Lori Lieberman,A Thousand Dreams,1995,Pop,0:03:43,10
98,Ruin The Friendship,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:40,54
99,Vùng Xám,Văn Mai Hương & GREY D,Giai Nhân,2025,Pop,0:03:33,7
100,Damn Right,"JENNIE, Childish Gambino & Kali Uchis",Ruby,2025,Pop,0:03:50,14
