Position,Name,Artist,Album,Genre,Time,Plays
55,Good Time,Owl City & Carly Rae Jepsen,The Midsummer Station,Pop,0:03:25,27
56,my tears ricochet,Taylor Swift,folklore,Alternative,0:04:15,78
57,Rain On Me,Lady Gaga & Ariana Grande,Chromatica,Pop,0:03:02,96
58,Safe & Sound (feat. The Civil Wars),Taylor Swift,The Hunger Games (Songs from District 12 and Beyond),Soundtrack,0:04:00,42
59,brutal,Olivia Rodrigo,SOUR,Pop,0:02:23,82
60,Break the Ice,Britney Spears,Blackout,Pop,0:03:16,182
61,mirrorball,Taylor Swift,folklore,Alternative,0:03:28,80
62,Zillionaire,The Aces,Under My Influence,Adult Alternative,0:03:13,
63,thế giới không anh,Phùng Khánh Linh,yesteryear,Pop,0:04:19,19
64,Gone,Charli XCX & Christine and the Queens,Charli,Pop,0:04:06,89
65,long story short,Taylor Swift,evermore,Alternative,0:03:35,56
66,coney island (feat. The National),Taylor Swift,evermore,Alternative,0:04:35,59
67,7 rings,Ariana Grande,"thank u, next",Pop,0:02:58,60
68,"thank u, next",Ariana Grande,"thank u, next",Pop,0:03:27,88
69,Breathe On Me,Britney Spears,In the Zone,Pop,0:03:43,137
70,Shadow,Britney Spears,In the Zone,Pop,0:03:44,96
71,High Horse,Kacey Musgraves,Golden Hour,Country,0:03:33,93
72,WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion) - Single,Hip-Hop/Rap,0:03:07,87
73,Hustler,Josef Salvat,Hustler - Single,Pop,0:03:54,44
74,Never Get to Hold You (Bonus Track),Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),Pop,0:04:13,49
75,I Know the End,Phoebe Bridgers,Punisher,Alternative,0:05:44,52
76,Everything Has Changed (feat. Ed Sheeran),Taylor Swift,Red (Deluxe Edition),Country,0:04:03,57
77,In My Feelings,Lana Del Rey,Lust for Life,Alternative,0:03:58,107
78,Busy Boy,Chloe x Halle,Ungodly Hour,R&B/Soul,0:03:09,33
79,Criminal,Britney Spears,Femme Fatale (Deluxe Version),Pop,0:03:45,95
80,Piece of Me,Britney Spears,Blackout,Pop,0:03:32,96
81,The Blackest Day,Lana Del Rey,Honeymoon,Alternative,0:06:05,87
82,pov,Ariana Grande,Positions,Pop,0:03:21,43
83,test drive,Ariana Grande,Positions,Pop,0:02:02,57
84,Cool for the Summer,Demi Lovato,Confident,Pop,0:03:34,49
85,Lonely Weekend,Kacey Musgraves,Golden Hour,Country,0:03:46,83
86,Backseat (feat. Carly Rae Jepsen),Charli XCX,Pop 2,Pop,0:03:58,57
87,closure,Taylor Swift,evermore,Alternative,0:03:00,39
88,Hurricane,Halsey,Room 93 - EP,Alternative,0:03:43,19
89,How I Roll,Britney Spears,Femme Fatale (Deluxe Version),Pop,0:03:36,69
90,Happier Than Ever,Billie Eilish,Happier Than Ever,Alternative,0:04:58,62
91,WILD,Troye Sivan,Blue Neighbourhood (Deluxe),Pop,0:03:47,25
92,Venice Bitch,Lana Del Rey,Norman F*****g Rockwell!,Alternative,0:09:37,107
93,False God,Taylor Swift,Lover,Pop,0:03:20,93
94,Chinese Satellite,Phoebe Bridgers,Punisher,Alternative,0:03:37,56
95,Mariners Apartment Complex,Lana Del Rey,Norman F*****g Rockwell!,Alternative,0:04:07,87
96,my hair,Ariana Grande,Positions,Pop,0:02:38,61
97,Run Away with Me,Carly Rae Jepsen,E•MO•TION  (Deluxe),Pop,0:04:11,68
98,Pretty When You Cry,Lana Del Rey,Ultraviolence (Deluxe),Alternative,0:03:54,122
99,betty,Taylor Swift,folklore,Alternative,0:04:54,57
100,Selfish,Britney Spears,Femme Fatale (Deluxe Version),Pop,0:03:43,106
