Position,Name,Artist,Album,Year,Genre,Time,Plays
1,Your Best American Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:32,213
2,Used To Know Me,Charli XCX,CRASH,2022,Pop,0:02:25,133
3,claws,Charli XCX,how i'm feeling now,2020,Pop,0:02:29,114
4,Dancing On My Own,Robyn,"Body Talk, Pt. 1",2010,Electronic,0:04:45,91
5,A Burning Hill,Mitski,Puberty 2,2016,Indie Rock,0:01:49,179
6,IN A DREAM,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:49,57
7,I Bet on Losing Dogs,Mitski,Puberty 2,2016,Indie Rock,0:02:50,61
8,Constant Repeat,Charli XCX,CRASH,2022,Pop,0:03:09,103
9,Beg For You (feat. Rina Sawayama),Charli XCX,CRASH,2022,Pop,0:02:48,122
10,Tears (feat. Caroline Polachek),Charli XCX,Pop 2,2017,Pop,0:04:13,103
11,Love Me More,Mitski,Laurel Hell,2022,Alternative,0:03:32,138
12,Lightning,Charli XCX,CRASH,2022,Pop,0:03:57,107
13,Working for the Knife,Mitski,Laurel Hell,2021,Alternative,0:02:38,61
14,Heat Lightning,Mitski,Laurel Hell,2021,Alternative,0:02:51,62
15,I Will,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:54,76
16,Baby,Charli XCX,CRASH,2022,Pop,0:02:39,168
17,New Shapes (feat. Caroline Polachek & Christine and the Queens),Charli XCX,CRASH,2021,Pop,0:03:20,68
18,Warm Blood,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:04:13,77
19,Happy,Mitski,Puberty 2,2016,Indie Rock,0:03:40,36
20,Silver Cross,Charli XCX,Charli,2019,Pop,0:03:28,76
21,Summer Girl (Bonus Track),HAIM,"Women In Music, Pt. III (Expanded Edition)",2019,Alternative,0:03:25,95
22,I Can See the Future,Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:56,39
23,detonate,Charli XCX,how i'm feeling now,2020,Pop,0:03:39,97
24,Thursday Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:08,65
25,In Your Eyes,Jessie Ware,What's Your Pleasure? (The Platinum Pleasure Edition),2020,Pop,0:04:58,100
26,Yuck,Charli XCX,CRASH,2022,Pop,0:02:18,127
27,Let’s Get Lost,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:13,68
28,Now I'm In It (Bonus Track),HAIM,Women In Music Pt. III (Expanded Edition),2019,Alternative,0:03:24,60
29,The Sound,Carly Rae Jepsen,Dedicated,2019,Pop,0:02:51,182
30,Move Me,Charli XCX,CRASH,2022,Pop,0:02:27,52
31,White Mustang,Lana Del Rey,Lust for Life,2017,Alternative,0:02:44,246
32,Crash,Charli XCX,CRASH,2022,Pop,0:02:09,65
33,X (feat. Jeremih),Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:51,21
34,I Know Alone,HAIM,"Women In Music, Pt. III (Expanded Edition)",2020,Alternative,0:03:46,105
35,Good Ones,Charli XCX,CRASH,2021,Pop,0:02:16,80
36,Washing Machine Heart,Mitski,Be the Cowboy,2018,Indie Rock,0:02:08,100
37,Sofia,Clairo,Immunity,2019,Alternative,0:03:08,251
38,Crack Baby,Mitski,Puberty 2,2016,Indie Rock,0:04:52,38
39,Texas Reznikoff,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:12,35
40,forever,Charli XCX,how i'm feeling now,2020,Pop,0:04:03,55
41,Porsche (feat. MØ),Charli XCX,Pop 2,2017,Pop,0:03:26,98
42,Norman f*****g Rockwell,Lana Del Rey,Norman F*****g Rockwell!,2019,Alternative,0:04:08,108
43,Alewife,Clairo,Immunity,2019,Alternative,0:03:33,138
44,The Chase,Tinashe,333 (Deluxe),2021,R&B/Soul,0:03:11,30
45,Honeymoon,Lana Del Rey,Honeymoon,2015,Alternative,0:05:50,91
46,Selfish Girl,Charli XCX,CRASH (Deluxe),2022,Pop,0:03:14,44
47,drivers license,Olivia Rodrigo,SOUR,2021,Pop,0:04:02,140
48,This Hell,Rina Sawayama,Hold The Girl,2022,Alternative,0:03:56,81
49,If You Lie Down With Me,Lana Del Rey,Blue Banisters,2021,Alternative,0:04:25,92
50,How Can I Not Know What I Need Right Now,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:37,71
51,Twice,Charli XCX,CRASH,2022,Pop,0:03:14,63
52,Angels (feat. Kaash Paige),Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:49,86
53,Cry,Carly Rae Jepsen,E•MO•TION: Side B,2016,Pop,0:03:56,144
54,Every Rule,Charli XCX,CRASH,2022,Pop,0:03:03,45
55,Cherry,Lana Del Rey,Lust for Life,2017,Alternative,0:03:00,128
56,Sorry if I Hurt You,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:41,36
57,Style,Taylor Swift,1989 (Deluxe Edition),2014,Pop,0:03:51,
58,Francis Forever,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:29,44
59,Love in the Dark,Adele,25,2015,Pop,0:04:45,97
60,Breathe on Me,Britney Spears,In The Zone,2003,Pop,0:03:43,183
61,party 4 u,Charli XCX,how i'm feeling now,2020,Pop,0:04:56,35
62,Perfect Places,Lorde,Melodrama,2017,Alternative,0:03:41,159
63,State Of Grace (Taylor's Version),Taylor Swift,Red (Taylor’s Version) (+ A Message From Taylor),2021,Pop,0:04:55,61
64,Party for One,Carly Rae Jepsen,Dedicated,2018,Pop,0:03:03,77
65,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,67
66,Undo (Back To My Heart),Tinashe & Wax Motif,333 (Deluxe),2021,R&B/Soul,0:03:17,31
67,Pristine,Snail Mail,Lush,2018,Alternative,0:04:55,46
68,Once More to See You,Mitski,Puberty 2,2016,Indie Rock,0:03:00,34
69,Thoughts,Charli XCX,Charli,2019,Pop,0:03:11,54
70,Used to This,Camila Cabello,Romance,2019,Pop,0:03:30,125
71,Green Light,Lorde,Melodrama,2017,Alternative,0:03:54,121
72,listen before i go,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019,Alternative,0:04:02,88
73,Never Get to Hold You (Bonus Track),Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:04:13,95
