Position,Name,Artist,Album,Genre,Time,Plays
80,"thank u, next",Ariana Grande,"thank u, next",Pop,0:03:27,83
81,Never Get to Hold You (Bonus Track),Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),Pop,0:04:13,49
82,Busy Boy,Chloe x Halle,Ungodly Hour,R&B/Soul,0:03:09,32
83,"Love Me Like You Do (From ""Fifty Shades of Grey"")",Ellie Goulding,Delirium (Deluxe),Pop,0:04:12,48
84,Hustler,Josef Salvat,Night Swim (Deluxe),Pop,0:03:54,24
85,Backseat (feat. Carly Rae Jepsen),Charli XCX,Pop 2,Pop,0:03:58,56
86,my hair,Ariana Grande,Positions,Pop,0:02:38,59
87,In My Feelings,Lana Del Rey,Lust for Life,Alternative,0:03:58,103
88,"no body, no crime (feat. HAIM)",Taylor Swift,evermore,Alternative,0:03:35,43
89,False God,Taylor Swift,Lover,Pop,0:03:20,89
90,the last great american dynasty,Taylor Swift,folklore,Alternative,0:03:50,33
91,Selfish,Britney Spears,Femme Fatale (Deluxe Version),Pop,0:03:43,105
92,Venice Bitch,Lana Del Rey,Norman F*****g Rockwell!,Alternative,0:09:37,104
93,Cool for the Summer,Demi Lovato,Confident,Pop,0:03:34,46
94,betty,Taylor Swift,folklore,Alternative,0:04:54,55
95,dorothea,Taylor Swift,evermore,Alternative,0:03:45,40
96,anh đã không rõ ràng với em,Phùng Khánh Linh & MYRNE,yesteryear,Pop,0:03:44,44
97,Seventeen,Troye Sivan,Bloom,Pop,0:03:38,90
98,Going Home,The Aces,Under My Influence,Alternative,0:03:55,35
99,Showdown,Britney Spears,In the Zone,Pop,0:03:16,124
100,worst behavior,Ariana Grande,Positions,Pop,0:02:04,32
