Position,Name,Artist,Album,Year,Genre,Time,Plays
89,Gimmie Love,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:22,33
90,Backseat (feat. Carly Rae Jepsen),Charli XCX,Pop 2,2017,Pop,0:03:58,94
91,What You Think About Me,Charli XCX,CRASH (Deluxe),2022,Pop,0:03:04,33
92,A Loving Feeling,Mitski,Puberty 2,2016,Indie Rock,0:01:32,32
93,The Only Heartbreaker,Mitski,Laurel Hell,2021,Alternative,0:03:04,41
94,Shadow,Britney Spears,In the Zone,2003,Pop,0:03:44,125
95,Unlock It (feat. Kim Petras and Jay Park),Charli XCX,Pop 2,2017,Pop,0:03:52,125
96,Freakshow,Britney Spears,Blackout,2007,Pop,0:02:55,259
97,Perfect Places,Lorde,Melodrama,2017,Alternative,0:03:41,159
98,"I Got It (feat. Brooke Candy, CupcakKe and Pabllo Vittar)",Charli XCX,Pop 2,2017,Pop,0:03:51,39
99,Radar,Britney Spears,Blackout,2007,Pop,0:03:49,147
100,test drive,Ariana Grande,Positions,2021,Pop,0:02:02,90
