Position,Name,Artist,Album,Year,Genre,Time,Plays
54,Bunny Is A Rider,Caroline Polachek,"Desire, I Want To Turn Into You",2021,Indie Pop,0:03:17,36
55,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,84
56,Labyrinth,Taylor Swift,Midnights (3am Edition),2022,Pop,0:04:07,72
57,Porsche (feat. MØ),Charli XCX,Pop 2,2017,Pop,0:03:26,98
58,Cruel,The Aces,Under My Influence,2020,Alternative,0:03:15,182
59,Washing Machine Heart,Mitski,Be the Cowboy,2018,Indie Rock,0:02:08,105
60,cowboy like me,Taylor Swift,evermore (deluxe version),2020,Alternative,0:04:35,63
61,Twice,Charli XCX,CRASH,2022,Pop,0:03:14,69
62,Lucky,Charli XCX,Pop 2,2017,Pop,0:03:35,114
63,Crash,Charli XCX,CRASH,2022,Pop,0:02:09,74
64,PURE/HONEY,Beyoncé,RENAISSANCE,2022,Pop,0:04:48,69
65,Warm Blood,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:04:13,80
66,Adore You,Jessie Ware,What's Your Pleasure? (The Platinum Pleasure Edition),2019,Pop,0:03:45,71
67,A House In Nebraska,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:07:46,64
68,Holy (Til You Let Me Go),Rina Sawayama,Hold The Girl,2022,Alternative,0:03:19,73
69,Into It,Camila Cabello,Camila,2018,Pop,0:02:55,114
70,Surrender My Heart,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:02:48,68
71,Party for One,Carly Rae Jepsen,Dedicated,2018,Pop,0:03:03,82
72,Lúc Thấy Lúc Không,Hoàng Thùy Linh,LINK,2022,Pop,0:02:53,87
73,Little of Your Love,HAIM,Something To Tell You,2017,Alternative,0:03:33,64
74,Let Me Love You (feat. Lil Wayne),Ariana Grande,Dangerous Woman,2016,Pop,0:03:43,79
75,New Shapes (feat. Caroline Polachek & Christine and the Queens),Charli XCX,CRASH,2021,Pop,0:03:20,70
76,Scott Street,Phoebe Bridgers,Stranger in the Alps,2017,Alternative,0:05:05,89
77,American Teenager,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:04:18,68
78,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,Midnights (3am Edition),2022,Pop,0:04:16,58
79,X (feat. Jeremih),Tinashe,333,2021,R&B/Soul,0:02:51,
80,Track 10,Charli XCX,Pop 2,2017,Pop,0:05:26,64
81,Bad Thing Twice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:13,59
82,Sometimes,Britney Spears,...Baby One More Time (Deluxe Version),1999,Pop,0:04:05,109
83,Maroon,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:38,57
84,ICU,Phoebe Bridgers,Punisher,2020,Alternative,0:03:10,113
85,listen before i go,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019,Alternative,0:04:02,91
86,Let’s Get Lost,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:13,70
87,everytime,Ariana Grande,Sweetener,2018,Pop,0:02:52,62
88,Pristine,Snail Mail,Lush,2018,Alternative,0:04:55,64
89,Supercut,Lorde,Melodrama,2017,Alternative,0:04:37,98
90,Hurricanes,Rina Sawayama,Hold The Girl,2022,Alternative,0:03:22,59
91,Karma,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:24,57
92,Undo (Back To My Heart),Tinashe & Wax Motif,333 (Deluxe),2021,R&B/Soul,0:03:17,39
93,Bends,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:15,57
94,Something's Gotta Give,Camila Cabello,Camila,2018,Pop,0:03:56,106
95,Em Đây Chẳng Phải Thúy Kiều,Hoàng Thùy Linh,Hoàng,2019,Pop,0:03:34,92
96,Don't Wanna,HAIM,Women In Music Pt. III,2020,Alternative,0:03:21,
97,this is me trying,Taylor Swift,folklore (deluxe version),2020,Alternative,0:03:15,58
98,Pretty When You Cry,Lana Del Rey,Ultraviolence (Deluxe),2014,Alternative,0:03:54,185
99,Watercolor Eyes (From “Euphoria” An Original HBO Series),Lana Del Rey,Watercolor Eyes (From “Euphoria” An Original HBO Series) - Single,2022,Soundtrack,0:03:31,61
100,Holy Ground (Taylor's Version),Taylor Swift,Red (Taylor's Version) [Video Deluxe],2021,Pop,0:03:22,36
