Position,Name,Artist,Album,Year,Genre,Time,Plays
1,hey you got drugs?,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:04:18,104
2,Just For You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:06,93
3,A&W,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:07:13,77
4,I’m to Blame,Tove Lo,Dirt Femme,2022,Pop,0:03:20,74
5,Candy Necklace (feat. Jon Batiste),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:14,62
6,American Teenager,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:04:18,206
7,Fingertips,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:48,53
8,Maroon,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:38,35
9,River,Miley Cyrus,Endless Summer Vacation,2023,Pop,0:02:42,69
10,Fishtail,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:02,53
11,stranger,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:54,61
12,Waiting For It,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:19,62
13,Kintsugi,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:06:18,55
14,Sweet,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:35,42
15,Midnight Dreams,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,58
16,Pineapple Slice,Tove Lo & SG Lewis,Dirt Femme,2022,Pop,0:02:56,85
17,Tastes Like You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,61
18,Peppers (feat. Tommy Genesis),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:08,47
19,Human Being (feat. Zhala),Robyn,Honey,2018,Pop,0:03:46,65
20,Say Yes To Heaven,Lana Del Rey,Say Yes To Heaven - Single,2023,Alternative,0:03:29,60
21,honey,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:02:53,57
22,"Paris, Texas (feat. SYML)",Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:26,56
23,Let The Light In (feat. Father John Misty),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:38,46
24,Unwritten,Natasha Bedingfield,Unwritten,2004,Pop,0:04:19,66
25,Honey,Robyn,Honey,2018,Pop,0:04:54,52
26,Moments,Tove Lo,Queen of the Clouds (Blueprint Edition),2014,Alternative,0:03:22,53
27,Call on Me,Tove Lo & SG Lewis,Dirt Femme,2022,Pop,0:03:16,59
28,Yuck,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:18,58
29,Margaret (feat. Bleachers),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:39,48
30,Midnight Rain,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:02:54,22
31,Taco Truck x VB,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:53,42
32,Love On Top,Beyoncé,4 (Expanded Edition),2011,Pop,0:04:27,64
33,I've Loved You For So Long,The Aces,I've Loved You For So Long,2023,Alternative,0:02:56,
34,Question...?,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:30,29
35,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,138
36,Vigilante Shit,Taylor Swift,Midnights (3am Edition),2022,Pop,0:02:44,
37,Boys Like You,ITZY,Boys Like You - Single,2022,Pop,0:03:43,55
38,Gimmie Love,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:22,84
39,Don't Write Me Off,Hugh Grant,Music and Lyrics,2007,Soundtrack,0:02:30,49
40,sao anh không hiểu?,Phùng Khánh Linh,yesteryear (deluxe),2020,Pop,0:03:20,66
41,Intuition,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,44
